image_id, xmin, ymin, xmax, ymax, class_id
VID193_A2_3_02d04h00m.tif, 872.7574, 1027.7574, 881.2426, 1036.2426, 0
VID193_A2_3_02d04h00m.tif, 259.7574, 1027.7574, 268.2426, 1036.2426, 0
VID193_A2_3_02d04h00m.tif, 1222.7574, 1026.7574, 1231.2426, 1035.2426, 0
VID193_A2_3_02d04h00m.tif, 227.7574, 1026.7574, 236.2426, 1035.2426, 0
VID193_A2_3_02d04h00m.tif, 1383.3431, 1022.3431, 1394.6569, 1033.6569, 0
VID193_A2_3_02d04h00m.tif, 1004.7574, 1021.7574, 1013.2426, 1030.2426, 0
VID193_A2_3_02d04h00m.tif, 2.7574, 1020.7574, 11.2426, 1029.2426, 0
VID193_A2_3_02d04h00m.tif, 391.5147, 1014.5147, 408.4853, 1031.4853, 0
VID193_A2_3_02d04h00m.tif, 418.3431, 1016.3431, 429.6569, 1027.6569, 0
VID193_A2_3_02d04h00m.tif, 353.7574, 1017.7574, 362.2426, 1026.2426, 0
VID193_A2_3_02d04h00m.tif, 254.7574, 1017.7574, 263.2426, 1026.2426, 0
VID193_A2_3_02d04h00m.tif, 1310.3431, 1014.3431, 1321.6569, 1025.6569, 0
VID193_A2_3_02d04h00m.tif, 566.7574, 1014.7574, 575.2426, 1023.2426, 0
VID193_A2_3_02d04h00m.tif, 363.7574, 1013.7574, 372.2426, 1022.2426, 0
VID193_A2_3_02d04h00m.tif, 298.9289, 1010.9289, 313.0711, 1025.0711, 0
VID193_A2_3_02d04h00m.tif, 979.7574, 1009.7574, 988.2426, 1018.2426, 0
VID193_A2_3_02d04h00m.tif, 766.7574, 1004.7574, 775.2426, 1013.2426, 0
VID193_A2_3_02d04h00m.tif, 95.3431, 1003.3431, 106.6569, 1014.6569, 0
VID193_A2_3_02d04h00m.tif, 1182.5147, 998.5147, 1199.4853, 1015.4853, 0
VID193_A2_3_02d04h00m.tif, 1150.7574, 1002.7574, 1159.2426, 1011.2426, 0
VID193_A2_3_02d04h00m.tif, 365.7574, 1001.7574, 374.2426, 1010.2426, 0
VID193_A2_3_02d04h00m.tif, 1270.3431, 995.3431, 1281.6569, 1006.6569, 0
VID193_A2_3_02d04h00m.tif, 780.7574, 996.7574, 789.2426, 1005.2426, 0
VID193_A2_3_02d04h00m.tif, 435.7574, 995.7574, 444.2426, 1004.2426, 0
VID193_A2_3_02d04h00m.tif, 667.7574, 994.7574, 676.2426, 1003.2426, 0
VID193_A2_3_02d04h00m.tif, 1359.7574, 992.7574, 1368.2426, 1001.2426, 0
VID193_A2_3_02d04h00m.tif, 1282.7574, 992.7574, 1291.2426, 1001.2426, 0
VID193_A2_3_02d04h00m.tif, 1090.3431, 991.3431, 1101.6569, 1002.6569, 0
VID193_A2_3_02d04h00m.tif, 858.1005, 987.1005, 877.8995, 1006.8995, 0
VID193_A2_3_02d04h00m.tif, 651.7574, 992.7574, 660.2426, 1001.2426, 0
VID193_A2_3_02d04h00m.tif, 475.3431, 991.3431, 486.6569, 1002.6569, 0
VID193_A2_3_02d04h00m.tif, 235.7574, 992.7574, 244.2426, 1001.2426, 0
VID193_A2_3_02d04h00m.tif, 1065.9289, 985.9289, 1080.0711, 1000.0711, 0
VID193_A2_3_02d04h00m.tif, 1245.7574, 987.7574, 1254.2426, 996.2426, 0
VID193_A2_3_02d04h00m.tif, 728.3431, 986.3431, 739.6569, 997.6569, 0
VID193_A2_3_02d04h00m.tif, 279.3431, 983.3431, 290.6569, 994.6569, 0
VID193_A2_3_02d04h00m.tif, 316.7574, 983.7574, 325.2426, 992.2426, 0
VID193_A2_3_02d04h00m.tif, 534.3431, 981.3431, 545.6569, 992.6569, 0
VID193_A2_3_02d04h00m.tif, 400.3431, 981.3431, 411.6569, 992.6569, 0
VID193_A2_3_02d04h00m.tif, 513.3431, 980.3431, 524.6569, 991.6569, 0
VID193_A2_3_02d04h00m.tif, 662.7574, 979.7574, 671.2426, 988.2426, 0
VID193_A2_3_02d04h00m.tif, 1324.7574, 976.7574, 1333.2426, 985.2426, 0
VID193_A2_3_02d04h00m.tif, 390.7574, 975.7574, 399.2426, 984.2426, 0
VID193_A2_3_02d04h00m.tif, 216.3431, 974.3431, 227.6569, 985.6569, 0
VID193_A2_3_02d04h00m.tif, 453.7574, 970.7574, 462.2426, 979.2426, 0
VID193_A2_3_02d04h00m.tif, 1208.9289, 966.9289, 1223.0711, 981.0711, 0
VID193_A2_3_02d04h00m.tif, 1021.7574, 969.7574, 1030.2426, 978.2426, 0
VID193_A2_3_02d04h00m.tif, 821.5147, 965.5147, 838.4853, 982.4853, 0
VID193_A2_3_02d04h00m.tif, 926.3431, 966.3431, 937.6569, 977.6569, 0
VID193_A2_3_02d04h00m.tif, 680.3431, 966.3431, 691.6569, 977.6569, 0
VID193_A2_3_02d04h00m.tif, 1120.9289, 962.9289, 1135.0711, 977.0711, 0
VID193_A2_3_02d04h00m.tif, 939.3431, 963.3431, 950.6569, 974.6569, 0
VID193_A2_3_02d04h00m.tif, 377.7574, 964.7574, 386.2426, 973.2426, 0
VID193_A2_3_02d04h00m.tif, 217.3431, 963.3431, 228.6569, 974.6569, 0
VID193_A2_3_02d04h00m.tif, 55.7574, 963.7574, 64.2426, 972.2426, 0
VID193_A2_3_02d04h00m.tif, 110.7574, 961.7574, 119.2426, 970.2426, 0
VID193_A2_3_02d04h00m.tif, 93.7574, 961.7574, 102.2426, 970.2426, 0
VID193_A2_3_02d04h00m.tif, 1319.7574, 960.7574, 1328.2426, 969.2426, 0
VID193_A2_3_02d04h00m.tif, 632.7574, 958.7574, 641.2426, 967.2426, 0
VID193_A2_3_02d04h00m.tif, 251.3431, 957.3431, 262.6569, 968.6569, 0
VID193_A2_3_02d04h00m.tif, 14.7574, 957.7574, 23.2426, 966.2426, 0
VID193_A2_3_02d04h00m.tif, 1305.3431, 955.3431, 1316.6569, 966.6569, 0
VID193_A2_3_02d04h00m.tif, 1193.7574, 953.7574, 1202.2426, 962.2426, 0
VID193_A2_3_02d04h00m.tif, 393.9289, 950.9289, 408.0711, 965.0711, 0
VID193_A2_3_02d04h00m.tif, 101.7574, 953.7574, 110.2426, 962.2426, 0
VID193_A2_3_02d04h00m.tif, 58.7574, 953.7574, 67.2426, 962.2426, 0
VID193_A2_3_02d04h00m.tif, 1135.7574, 952.7574, 1144.2426, 961.2426, 0
VID193_A2_3_02d04h00m.tif, 1330.3431, 950.3431, 1341.6569, 961.6569, 0
VID193_A2_3_02d04h00m.tif, 1182.7574, 951.7574, 1191.2426, 960.2426, 0
VID193_A2_3_02d04h00m.tif, 79.7574, 950.7574, 88.2426, 959.2426, 0
VID193_A2_3_02d04h00m.tif, 1254.5147, 942.5147, 1271.4853, 959.4853, 0
VID193_A2_3_02d04h00m.tif, 23.7574, 945.7574, 32.2426, 954.2426, 0
VID193_A2_3_02d04h00m.tif, 1120.3431, 942.3431, 1131.6569, 953.6569, 0
VID193_A2_3_02d04h00m.tif, 961.9289, 940.9289, 976.0711, 955.0711, 0
VID193_A2_3_02d04h00m.tif, 137.7574, 943.7574, 146.2426, 952.2426, 0
VID193_A2_3_02d04h00m.tif, 1314.7574, 941.7574, 1323.2426, 950.2426, 0
VID193_A2_3_02d04h00m.tif, 574.7574, 941.7574, 583.2426, 950.2426, 0
VID193_A2_3_02d04h00m.tif, 414.7574, 939.7574, 423.2426, 948.2426, 0
VID193_A2_3_02d04h00m.tif, 1195.7574, 938.7574, 1204.2426, 947.2426, 0
VID193_A2_3_02d04h00m.tif, 1255.7574, 937.7574, 1264.2426, 946.2426, 0
VID193_A2_3_02d04h00m.tif, 206.9289, 934.9289, 221.0711, 949.0711, 0
VID193_A2_3_02d04h00m.tif, 142.7574, 935.7574, 151.2426, 944.2426, 0
VID193_A2_3_02d04h00m.tif, 1355.3431, 932.3431, 1366.6569, 943.6569, 0
VID193_A2_3_02d04h00m.tif, 1273.3431, 932.3431, 1284.6569, 943.6569, 0
VID193_A2_3_02d04h00m.tif, 1206.3431, 932.3431, 1217.6569, 943.6569, 0
VID193_A2_3_02d04h00m.tif, 35.7574, 933.7574, 44.2426, 942.2426, 0
VID193_A2_3_02d04h00m.tif, 5.3431, 932.3431, 16.6569, 943.6569, 0
VID193_A2_3_02d04h00m.tif, 668.3431, 931.3431, 679.6569, 942.6569, 0
VID193_A2_3_02d04h00m.tif, 315.7574, 932.7574, 324.2426, 941.2426, 0
VID193_A2_3_02d04h00m.tif, 23.7574, 932.7574, 32.2426, 941.2426, 0
VID193_A2_3_02d04h00m.tif, 168.3431, 930.3431, 179.6569, 941.6569, 0
VID193_A2_3_02d04h00m.tif, 1219.3431, 929.3431, 1230.6569, 940.6569, 0
VID193_A2_3_02d04h00m.tif, 577.3431, 926.3431, 588.6569, 937.6569, 0
VID193_A2_3_02d04h00m.tif, 102.7574, 927.7574, 111.2426, 936.2426, 0
VID193_A2_3_02d04h00m.tif, 1178.7574, 926.7574, 1187.2426, 935.2426, 0
VID193_A2_3_02d04h00m.tif, 1307.9289, 922.9289, 1322.0711, 937.0711, 0
VID193_A2_3_02d04h00m.tif, 277.7574, 925.7574, 286.2426, 934.2426, 0
VID193_A2_3_02d04h00m.tif, 1193.7574, 922.7574, 1202.2426, 931.2426, 0
VID193_A2_3_02d04h00m.tif, 164.7574, 922.7574, 173.2426, 931.2426, 0
VID193_A2_3_02d04h00m.tif, 1023.9289, 918.9289, 1038.0711, 933.0711, 0
VID193_A2_3_02d04h00m.tif, 657.7574, 921.7574, 666.2426, 930.2426, 0
VID193_A2_3_02d04h00m.tif, 31.7574, 921.7574, 40.2426, 930.2426, 0
VID193_A2_3_02d04h00m.tif, 695.3431, 919.3431, 706.6569, 930.6569, 0
VID193_A2_3_02d04h00m.tif, 289.7574, 919.7574, 298.2426, 928.2426, 0
VID193_A2_3_02d04h00m.tif, 241.7574, 919.7574, 250.2426, 928.2426, 0
VID193_A2_3_02d04h00m.tif, 64.7574, 918.7574, 73.2426, 927.2426, 0
VID193_A2_3_02d04h00m.tif, 1163.3431, 916.3431, 1174.6569, 927.6569, 0
