image_id, xmin, ymin, xmax, ymax, class_id
VID193_A1_4_03d08h00m.tif, 1179.7574, 1029.7574, 1188.2426, 1038.2426, 0
VID193_A1_4_03d08h00m.tif, 785.7574, 1028.7574, 794.2426, 1037.2426, 0
VID193_A1_4_03d08h00m.tif, 768.3431, 1025.3431, 779.6569, 1036.6569, 0
VID193_A1_4_03d08h00m.tif, 464.7574, 1025.7574, 473.2426, 1034.2426, 0
VID193_A1_4_03d08h00m.tif, 1102.3431, 1023.3431, 1113.6569, 1034.6569, 0
VID193_A1_4_03d08h00m.tif, 315.3431, 1023.3431, 326.6569, 1034.6569, 0
VID193_A1_4_03d08h00m.tif, 256.7574, 1024.7574, 265.2426, 1033.2426, 0
VID193_A1_4_03d08h00m.tif, 1264.3431, 1022.3431, 1275.6569, 1033.6569, 0
VID193_A1_4_03d08h00m.tif, 428.7574, 1023.7574, 437.2426, 1032.2426, 0
VID193_A1_4_03d08h00m.tif, 72.3431, 1020.3431, 83.6569, 1031.6569, 0
VID193_A1_4_03d08h00m.tif, 88.7574, 1020.7574, 97.2426, 1029.2426, 0
VID193_A1_4_03d08h00m.tif, 940.7574, 1019.7574, 949.2426, 1028.2426, 0
VID193_A1_4_03d08h00m.tif, 205.7574, 1019.7574, 214.2426, 1028.2426, 0
VID193_A1_4_03d08h00m.tif, 782.7574, 1018.7574, 791.2426, 1027.2426, 0
VID193_A1_4_03d08h00m.tif, 31.7574, 1018.7574, 40.2426, 1027.2426, 0
VID193_A1_4_03d08h00m.tif, 151.7574, 1017.7574, 160.2426, 1026.2426, 0
VID193_A1_4_03d08h00m.tif, 954.5147, 1011.5147, 971.4853, 1028.4853, 0
VID193_A1_4_03d08h00m.tif, 812.9289, 1012.9289, 827.0711, 1027.0711, 0
VID193_A1_4_03d08h00m.tif, 288.7574, 1014.7574, 297.2426, 1023.2426, 0
VID193_A1_4_03d08h00m.tif, 1337.7574, 1013.7574, 1346.2426, 1022.2426, 0
VID193_A1_4_03d08h00m.tif, 1090.7574, 1013.7574, 1099.2426, 1022.2426, 0
VID193_A1_4_03d08h00m.tif, 853.3431, 1012.3431, 864.6569, 1023.6569, 0
VID193_A1_4_03d08h00m.tif, 402.9289, 1010.9289, 417.0711, 1025.0711, 0
VID193_A1_4_03d08h00m.tif, 12.3431, 1012.3431, 23.6569, 1023.6569, 0
VID193_A1_4_03d08h00m.tif, 555.7574, 1010.7574, 564.2426, 1019.2426, 0
VID193_A1_4_03d08h00m.tif, 1035.9289, 1006.9289, 1050.0711, 1021.0711, 0
VID193_A1_4_03d08h00m.tif, 909.7574, 1009.7574, 918.2426, 1018.2426, 0
VID193_A1_4_03d08h00m.tif, 463.3431, 1008.3431, 474.6569, 1019.6569, 0
VID193_A1_4_03d08h00m.tif, 47.9289, 1005.9289, 62.0711, 1020.0711, 0
VID193_A1_4_03d08h00m.tif, 896.7574, 1007.7574, 905.2426, 1016.2426, 0
VID193_A1_4_03d08h00m.tif, 192.7574, 1007.7574, 201.2426, 1016.2426, 0
VID193_A1_4_03d08h00m.tif, 1123.3431, 1004.3431, 1134.6569, 1015.6569, 0
VID193_A1_4_03d08h00m.tif, 1019.7574, 1005.7574, 1028.2426, 1014.2426, 0
VID193_A1_4_03d08h00m.tif, 159.7574, 1002.7574, 168.2426, 1011.2426, 0
VID193_A1_4_03d08h00m.tif, 74.7574, 1000.7574, 83.2426, 1009.2426, 0
VID193_A1_4_03d08h00m.tif, 512.7574, 998.7574, 521.2426, 1007.2426, 0
VID193_A1_4_03d08h00m.tif, 19.7574, 998.7574, 28.2426, 1007.2426, 0
VID193_A1_4_03d08h00m.tif, 1388.7574, 996.7574, 1397.2426, 1005.2426, 0
VID193_A1_4_03d08h00m.tif, 1147.5147, 991.5147, 1164.4853, 1008.4853, 0
VID193_A1_4_03d08h00m.tif, 489.7574, 995.7574, 498.2426, 1004.2426, 0
VID193_A1_4_03d08h00m.tif, 275.3431, 994.3431, 286.6569, 1005.6569, 0
VID193_A1_4_03d08h00m.tif, 26.3431, 994.3431, 37.6569, 1005.6569, 0
VID193_A1_4_03d08h00m.tif, 260.7574, 994.7574, 269.2426, 1003.2426, 0
VID193_A1_4_03d08h00m.tif, 527.7574, 992.7574, 536.2426, 1001.2426, 0
VID193_A1_4_03d08h00m.tif, 473.7574, 992.7574, 482.2426, 1001.2426, 0
VID193_A1_4_03d08h00m.tif, 1161.7574, 991.7574, 1170.2426, 1000.2426, 0
VID193_A1_4_03d08h00m.tif, 455.3431, 990.3431, 466.6569, 1001.6569, 0
VID193_A1_4_03d08h00m.tif, 211.7574, 991.7574, 220.2426, 1000.2426, 0
VID193_A1_4_03d08h00m.tif, 1003.3431, 989.3431, 1014.6569, 1000.6569, 0
VID193_A1_4_03d08h00m.tif, 941.7574, 990.7574, 950.2426, 999.2426, 0
VID193_A1_4_03d08h00m.tif, 434.7574, 990.7574, 443.2426, 999.2426, 0
VID193_A1_4_03d08h00m.tif, 1199.3431, 987.3431, 1210.6569, 998.6569, 0
VID193_A1_4_03d08h00m.tif, 1116.7574, 988.7574, 1125.2426, 997.2426, 0
VID193_A1_4_03d08h00m.tif, 1035.7574, 986.7574, 1044.2426, 995.2426, 0
VID193_A1_4_03d08h00m.tif, 741.7574, 986.7574, 750.2426, 995.2426, 0
VID193_A1_4_03d08h00m.tif, 604.7574, 986.7574, 613.2426, 995.2426, 0
VID193_A1_4_03d08h00m.tif, 35.3431, 985.3431, 46.6569, 996.6569, 0
VID193_A1_4_03d08h00m.tif, 1213.7574, 985.7574, 1222.2426, 994.2426, 0
VID193_A1_4_03d08h00m.tif, 807.7574, 985.7574, 816.2426, 994.2426, 0
VID193_A1_4_03d08h00m.tif, 1063.3431, 983.3431, 1074.6569, 994.6569, 0
VID193_A1_4_03d08h00m.tif, 1332.7574, 983.7574, 1341.2426, 992.2426, 0
VID193_A1_4_03d08h00m.tif, 243.9289, 980.9289, 258.0711, 995.0711, 0
VID193_A1_4_03d08h00m.tif, 1288.7574, 981.7574, 1297.2426, 990.2426, 0
VID193_A1_4_03d08h00m.tif, 420.3431, 980.3431, 431.6569, 991.6569, 0
VID193_A1_4_03d08h00m.tif, 842.7574, 980.7574, 851.2426, 989.2426, 0
VID193_A1_4_03d08h00m.tif, 1082.7574, 979.7574, 1091.2426, 988.2426, 0
VID193_A1_4_03d08h00m.tif, 55.7574, 979.7574, 64.2426, 988.2426, 0
VID193_A1_4_03d08h00m.tif, 483.3431, 977.3431, 494.6569, 988.6569, 0
VID193_A1_4_03d08h00m.tif, 436.3431, 977.3431, 447.6569, 988.6569, 0
VID193_A1_4_03d08h00m.tif, 13.7574, 978.7574, 22.2426, 987.2426, 0
VID193_A1_4_03d08h00m.tif, 829.7574, 977.7574, 838.2426, 986.2426, 0
VID193_A1_4_03d08h00m.tif, 465.3431, 976.3431, 476.6569, 987.6569, 0
VID193_A1_4_03d08h00m.tif, 797.7574, 975.7574, 806.2426, 984.2426, 0
VID193_A1_4_03d08h00m.tif, 652.9289, 971.9289, 667.0711, 986.0711, 0
VID193_A1_4_03d08h00m.tif, 605.7574, 974.7574, 614.2426, 983.2426, 0
VID193_A1_4_03d08h00m.tif, 222.9289, 971.9289, 237.0711, 986.0711, 0
VID193_A1_4_03d08h00m.tif, 452.3431, 972.3431, 463.6569, 983.6569, 0
VID193_A1_4_03d08h00m.tif, 262.7574, 972.7574, 271.2426, 981.2426, 0
VID193_A1_4_03d08h00m.tif, 1111.7574, 971.7574, 1120.2426, 980.2426, 0
VID193_A1_4_03d08h00m.tif, 529.7574, 971.7574, 538.2426, 980.2426, 0
VID193_A1_4_03d08h00m.tif, 1152.3431, 969.3431, 1163.6569, 980.6569, 0
VID193_A1_4_03d08h00m.tif, 838.7574, 970.7574, 847.2426, 979.2426, 0
VID193_A1_4_03d08h00m.tif, 708.7574, 970.7574, 717.2426, 979.2426, 0
VID193_A1_4_03d08h00m.tif, 588.3431, 969.3431, 599.6569, 980.6569, 0
VID193_A1_4_03d08h00m.tif, 157.3431, 968.3431, 168.6569, 979.6569, 0
VID193_A1_4_03d08h00m.tif, 1331.7574, 968.7574, 1340.2426, 977.2426, 0
VID193_A1_4_03d08h00m.tif, 990.3431, 967.3431, 1001.6569, 978.6569, 0
VID193_A1_4_03d08h00m.tif, 69.7574, 968.7574, 78.2426, 977.2426, 0
VID193_A1_4_03d08h00m.tif, 1083.7574, 967.7574, 1092.2426, 976.2426, 0
VID193_A1_4_03d08h00m.tif, 327.3431, 966.3431, 338.6569, 977.6569, 0
VID193_A1_4_03d08h00m.tif, 1102.3431, 965.3431, 1113.6569, 976.6569, 0
VID193_A1_4_03d08h00m.tif, 1069.7574, 966.7574, 1078.2426, 975.2426, 0
VID193_A1_4_03d08h00m.tif, 676.7574, 966.7574, 685.2426, 975.2426, 0
VID193_A1_4_03d08h00m.tif, 45.3431, 965.3431, 56.6569, 976.6569, 0
VID193_A1_4_03d08h00m.tif, 857.7574, 965.7574, 866.2426, 974.2426, 0
VID193_A1_4_03d08h00m.tif, 3.3431, 964.3431, 14.6569, 975.6569, 0
VID193_A1_4_03d08h00m.tif, 1039.7574, 963.7574, 1048.2426, 972.2426, 0
VID193_A1_4_03d08h00m.tif, 1219.3431, 961.3431, 1230.6569, 972.6569, 0
VID193_A1_4_03d08h00m.tif, 1205.7574, 962.7574, 1214.2426, 971.2426, 0
VID193_A1_4_03d08h00m.tif, 545.7574, 962.7574, 554.2426, 971.2426, 0
VID193_A1_4_03d08h00m.tif, 1234.7574, 961.7574, 1243.2426, 970.2426, 0
VID193_A1_4_03d08h00m.tif, 1054.7574, 960.7574, 1063.2426, 969.2426, 0
VID193_A1_4_03d08h00m.tif, 1117.7574, 959.7574, 1126.2426, 968.2426, 0
VID193_A1_4_03d08h00m.tif, 752.7574, 959.7574, 761.2426, 968.2426, 0
VID193_A1_4_03d08h00m.tif, 473.7574, 959.7574, 482.2426, 968.2426, 0
VID193_A1_4_03d08h00m.tif, 701.7574, 958.7574, 710.2426, 967.2426, 0
VID193_A1_4_03d08h00m.tif, 342.9289, 954.9289, 357.0711, 969.0711, 0
VID193_A1_4_03d08h00m.tif, 1029.7574, 955.7574, 1038.2426, 964.2426, 0
VID193_A1_4_03d08h00m.tif, 356.5147, 951.5147, 373.4853, 968.4853, 0
