image_id, xmin, ymin, xmax, ymax, class_id
VID193_A6_1_00d02h00m.tif, 635.7574, 1030.7574, 644.2426, 1039.2426, 0
VID193_A6_1_00d02h00m.tif, 889.7574, 1027.7574, 898.2426, 1036.2426, 0
VID193_A6_1_00d02h00m.tif, 623.7574, 1027.7574, 632.2426, 1036.2426, 0
VID193_A6_1_00d02h00m.tif, 145.7574, 1027.7574, 154.2426, 1036.2426, 0
VID193_A6_1_00d02h00m.tif, 1247.7574, 1026.7574, 1256.2426, 1035.2426, 0
VID193_A6_1_00d02h00m.tif, 85.7574, 1026.7574, 94.2426, 1035.2426, 0
VID193_A6_1_00d02h00m.tif, 694.7574, 1025.7574, 703.2426, 1034.2426, 0
VID193_A6_1_00d02h00m.tif, 565.7574, 1025.7574, 574.2426, 1034.2426, 0
VID193_A6_1_00d02h00m.tif, 339.7574, 1025.7574, 348.2426, 1034.2426, 0
VID193_A6_1_00d02h00m.tif, 1230.7574, 1024.7574, 1239.2426, 1033.2426, 0
VID193_A6_1_00d02h00m.tif, 1168.7574, 1024.7574, 1177.2426, 1033.2426, 0
VID193_A6_1_00d02h00m.tif, 1144.7574, 1023.7574, 1153.2426, 1032.2426, 0
VID193_A6_1_00d02h00m.tif, 247.7574, 1023.7574, 256.2426, 1032.2426, 0
VID193_A6_1_00d02h00m.tif, 1012.7574, 1020.7574, 1021.2426, 1029.2426, 0
VID193_A6_1_00d02h00m.tif, 388.7574, 1020.7574, 397.2426, 1029.2426, 0
VID193_A6_1_00d02h00m.tif, 221.7574, 1019.7574, 230.2426, 1028.2426, 0
VID193_A6_1_00d02h00m.tif, 1115.3431, 1017.3431, 1126.6569, 1028.6569, 0
VID193_A6_1_00d02h00m.tif, 1303.7574, 1017.7574, 1312.2426, 1026.2426, 0
VID193_A6_1_00d02h00m.tif, 1024.7574, 1016.7574, 1033.2426, 1025.2426, 0
VID193_A6_1_00d02h00m.tif, 1361.3431, 1014.3431, 1372.6569, 1025.6569, 0
VID193_A6_1_00d02h00m.tif, 517.7574, 1015.7574, 526.2426, 1024.2426, 0
VID193_A6_1_00d02h00m.tif, 1257.3431, 1013.3431, 1268.6569, 1024.6569, 0
VID193_A6_1_00d02h00m.tif, 99.7574, 1013.7574, 108.2426, 1022.2426, 0
VID193_A6_1_00d02h00m.tif, 1211.7574, 1012.7574, 1220.2426, 1021.2426, 0
VID193_A6_1_00d02h00m.tif, 1240.7574, 1010.7574, 1249.2426, 1019.2426, 0
VID193_A6_1_00d02h00m.tif, 172.7574, 1010.7574, 181.2426, 1019.2426, 0
VID193_A6_1_00d02h00m.tif, 1040.7574, 1009.7574, 1049.2426, 1018.2426, 0
VID193_A6_1_00d02h00m.tif, 581.7574, 1009.7574, 590.2426, 1018.2426, 0
VID193_A6_1_00d02h00m.tif, 559.7574, 1009.7574, 568.2426, 1018.2426, 0
VID193_A6_1_00d02h00m.tif, 1099.7574, 1008.7574, 1108.2426, 1017.2426, 0
VID193_A6_1_00d02h00m.tif, 851.7574, 1007.7574, 860.2426, 1016.2426, 0
VID193_A6_1_00d02h00m.tif, 1084.7574, 1005.7574, 1093.2426, 1014.2426, 0
VID193_A6_1_00d02h00m.tif, 1203.7574, 1004.7574, 1212.2426, 1013.2426, 0
VID193_A6_1_00d02h00m.tif, 892.7574, 1002.7574, 901.2426, 1011.2426, 0
VID193_A6_1_00d02h00m.tif, 285.3431, 1000.3431, 296.6569, 1011.6569, 0
VID193_A6_1_00d02h00m.tif, 1159.7574, 1000.7574, 1168.2426, 1009.2426, 0
VID193_A6_1_00d02h00m.tif, 79.7574, 999.7574, 88.2426, 1008.2426, 0
VID193_A6_1_00d02h00m.tif, 935.7574, 998.7574, 944.2426, 1007.2426, 0
VID193_A6_1_00d02h00m.tif, 616.3431, 997.3431, 627.6569, 1008.6569, 0
