image_id, xmin, ymin, xmax, ymax, class_id
VID193_A1_3_01d08h00m.tif, 1174.7574, 1030.7574, 1183.2426, 1039.2426, 0
VID193_A1_3_01d08h00m.tif, 236.7574, 1030.7574, 245.2426, 1039.2426, 0
VID193_A1_3_01d08h00m.tif, 1297.3431, 1028.3431, 1308.6569, 1039.6569, 0
VID193_A1_3_01d08h00m.tif, 659.7574, 1028.7574, 668.2426, 1037.2426, 0
VID193_A1_3_01d08h00m.tif, 782.7574, 1025.7574, 791.2426, 1034.2426, 0
VID193_A1_3_01d08h00m.tif, 920.7574, 1024.7574, 929.2426, 1033.2426, 0
VID193_A1_3_01d08h00m.tif, 225.5147, 1020.5147, 242.4853, 1037.4853, 0
VID193_A1_3_01d08h00m.tif, 119.9289, 1021.9289, 134.0711, 1036.0711, 0
VID193_A1_3_01d08h00m.tif, 375.9289, 1020.9289, 390.0711, 1035.0711, 0
VID193_A1_3_01d08h00m.tif, 1346.7574, 1022.7574, 1355.2426, 1031.2426, 0
VID193_A1_3_01d08h00m.tif, 788.1005, 1015.1005, 807.8995, 1034.8995, 0
VID193_A1_3_01d08h00m.tif, 327.3431, 1019.3431, 338.6569, 1030.6569, 0
VID193_A1_3_01d08h00m.tif, 965.3431, 1018.3431, 976.6569, 1029.6569, 0
VID193_A1_3_01d08h00m.tif, 1288.7574, 1018.7574, 1297.2426, 1027.2426, 0
VID193_A1_3_01d08h00m.tif, 364.7574, 1018.7574, 373.2426, 1027.2426, 0
VID193_A1_3_01d08h00m.tif, 350.7574, 1018.7574, 359.2426, 1027.2426, 0
VID193_A1_3_01d08h00m.tif, 1329.3431, 1016.3431, 1340.6569, 1027.6569, 0
VID193_A1_3_01d08h00m.tif, 928.7574, 1017.7574, 937.2426, 1026.2426, 0
VID193_A1_3_01d08h00m.tif, 425.3431, 1016.3431, 436.6569, 1027.6569, 0
VID193_A1_3_01d08h00m.tif, 71.3431, 1016.3431, 82.6569, 1027.6569, 0
VID193_A1_3_01d08h00m.tif, 877.3431, 1014.3431, 888.6569, 1025.6569, 0
VID193_A1_3_01d08h00m.tif, 542.7574, 1015.7574, 551.2426, 1024.2426, 0
VID193_A1_3_01d08h00m.tif, 264.7574, 1014.7574, 273.2426, 1023.2426, 0
VID193_A1_3_01d08h00m.tif, 146.7574, 1014.7574, 155.2426, 1023.2426, 0
VID193_A1_3_01d08h00m.tif, 899.7574, 1013.7574, 908.2426, 1022.2426, 0
VID193_A1_3_01d08h00m.tif, 866.7574, 1013.7574, 875.2426, 1022.2426, 0
VID193_A1_3_01d08h00m.tif, 60.7574, 1013.7574, 69.2426, 1022.2426, 0
VID193_A1_3_01d08h00m.tif, 458.7574, 1012.7574, 467.2426, 1021.2426, 0
VID193_A1_3_01d08h00m.tif, 401.5147, 1008.5147, 418.4853, 1025.4853, 0
VID193_A1_3_01d08h00m.tif, 6.3431, 1011.3431, 17.6569, 1022.6569, 0
VID193_A1_3_01d08h00m.tif, 684.9289, 1008.9289, 699.0711, 1023.0711, 0
VID193_A1_3_01d08h00m.tif, 316.7574, 1011.7574, 325.2426, 1020.2426, 0
VID193_A1_3_01d08h00m.tif, 1377.9289, 1007.9289, 1392.0711, 1022.0711, 0
VID193_A1_3_01d08h00m.tif, 1297.3431, 1009.3431, 1308.6569, 1020.6569, 0
VID193_A1_3_01d08h00m.tif, 1105.7574, 1010.7574, 1114.2426, 1019.2426, 0
VID193_A1_3_01d08h00m.tif, 915.3431, 1009.3431, 926.6569, 1020.6569, 0
VID193_A1_3_01d08h00m.tif, 991.3431, 1008.3431, 1002.6569, 1019.6569, 0
VID193_A1_3_01d08h00m.tif, 528.7574, 1007.7574, 537.2426, 1016.2426, 0
VID193_A1_3_01d08h00m.tif, 276.7574, 1007.7574, 285.2426, 1016.2426, 0
VID193_A1_3_01d08h00m.tif, 118.3431, 1006.3431, 129.6569, 1017.6569, 0
VID193_A1_3_01d08h00m.tif, 308.7574, 1006.7574, 317.2426, 1015.2426, 0
VID193_A1_3_01d08h00m.tif, 92.3431, 1005.3431, 103.6569, 1016.6569, 0
VID193_A1_3_01d08h00m.tif, 745.7574, 1005.7574, 754.2426, 1014.2426, 0
VID193_A1_3_01d08h00m.tif, 962.3431, 1003.3431, 973.6569, 1014.6569, 0
VID193_A1_3_01d08h00m.tif, 358.3431, 1002.3431, 369.6569, 1013.6569, 0
VID193_A1_3_01d08h00m.tif, 1040.7574, 1002.7574, 1049.2426, 1011.2426, 0
VID193_A1_3_01d08h00m.tif, 541.7574, 1002.7574, 550.2426, 1011.2426, 0
VID193_A1_3_01d08h00m.tif, 904.3431, 1000.3431, 915.6569, 1011.6569, 0
VID193_A1_3_01d08h00m.tif, 843.7574, 1001.7574, 852.2426, 1010.2426, 0
VID193_A1_3_01d08h00m.tif, 454.7574, 999.7574, 463.2426, 1008.2426, 0
VID193_A1_3_01d08h00m.tif, 1219.7574, 998.7574, 1228.2426, 1007.2426, 0
VID193_A1_3_01d08h00m.tif, 1077.3431, 997.3431, 1088.6569, 1008.6569, 0
VID193_A1_3_01d08h00m.tif, 148.7574, 998.7574, 157.2426, 1007.2426, 0
VID193_A1_3_01d08h00m.tif, 863.7574, 997.7574, 872.2426, 1006.2426, 0
VID193_A1_3_01d08h00m.tif, 783.3431, 996.3431, 794.6569, 1007.6569, 0
VID193_A1_3_01d08h00m.tif, 522.3431, 996.3431, 533.6569, 1007.6569, 0
VID193_A1_3_01d08h00m.tif, 1295.7574, 996.7574, 1304.2426, 1005.2426, 0
VID193_A1_3_01d08h00m.tif, 118.3431, 995.3431, 129.6569, 1006.6569, 0
VID193_A1_3_01d08h00m.tif, 1152.7574, 995.7574, 1161.2426, 1004.2426, 0
VID193_A1_3_01d08h00m.tif, 408.7574, 994.7574, 417.2426, 1003.2426, 0
VID193_A1_3_01d08h00m.tif, 679.5147, 989.5147, 696.4853, 1006.4853, 0
VID193_A1_3_01d08h00m.tif, 276.3431, 992.3431, 287.6569, 1003.6569, 0
VID193_A1_3_01d08h00m.tif, 797.7574, 992.7574, 806.2426, 1001.2426, 0
VID193_A1_3_01d08h00m.tif, 886.7574, 990.7574, 895.2426, 999.2426, 0
VID193_A1_3_01d08h00m.tif, 538.7574, 990.7574, 547.2426, 999.2426, 0
VID193_A1_3_01d08h00m.tif, 648.7574, 989.7574, 657.2426, 998.2426, 0
VID193_A1_3_01d08h00m.tif, 88.3431, 988.3431, 99.6569, 999.6569, 0
VID193_A1_3_01d08h00m.tif, 1090.7574, 988.7574, 1099.2426, 997.2426, 0
VID193_A1_3_01d08h00m.tif, 661.3431, 985.3431, 672.6569, 996.6569, 0
VID193_A1_3_01d08h00m.tif, 449.3431, 985.3431, 460.6569, 996.6569, 0
VID193_A1_3_01d08h00m.tif, 484.7574, 985.7574, 493.2426, 994.2426, 0
