image_id, xmin, ymin, xmax, ymax, class_id
VID193_A1_4_01d12h00m.tif, 1286.7574, 1030.7574, 1295.2426, 1039.2426, 0
VID193_A1_4_01d12h00m.tif, 1118.7574, 1030.7574, 1127.2426, 1039.2426, 0
VID193_A1_4_01d12h00m.tif, 568.7574, 1029.7574, 577.2426, 1038.2426, 0
VID193_A1_4_01d12h00m.tif, 332.3431, 1027.3431, 343.6569, 1038.6569, 0
VID193_A1_4_01d12h00m.tif, 768.3431, 1025.3431, 779.6569, 1036.6569, 0
VID193_A1_4_01d12h00m.tif, 287.7574, 1026.7574, 296.2426, 1035.2426, 0
VID193_A1_4_01d12h00m.tif, 37.7574, 1026.7574, 46.2426, 1035.2426, 0
VID193_A1_4_01d12h00m.tif, 1267.7574, 1024.7574, 1276.2426, 1033.2426, 0
VID193_A1_4_01d12h00m.tif, 1101.3431, 1023.3431, 1112.6569, 1034.6569, 0
VID193_A1_4_01d12h00m.tif, 397.1005, 1019.1005, 416.8995, 1038.8995, 0
VID193_A1_4_01d12h00m.tif, 783.7574, 1023.7574, 792.2426, 1032.2426, 0
VID193_A1_4_01d12h00m.tif, 893.7574, 1022.7574, 902.2426, 1031.2426, 0
VID193_A1_4_01d12h00m.tif, 428.7574, 1022.7574, 437.2426, 1031.2426, 0
VID193_A1_4_01d12h00m.tif, 300.7574, 1022.7574, 309.2426, 1031.2426, 0
VID193_A1_4_01d12h00m.tif, 1138.7574, 1021.7574, 1147.2426, 1030.2426, 0
VID193_A1_4_01d12h00m.tif, 316.7574, 1021.7574, 325.2426, 1030.2426, 0
VID193_A1_4_01d12h00m.tif, 71.3431, 1020.3431, 82.6569, 1031.6569, 0
VID193_A1_4_01d12h00m.tif, 89.7574, 1020.7574, 98.2426, 1029.2426, 0
VID193_A1_4_01d12h00m.tif, 498.7574, 1019.7574, 507.2426, 1028.2426, 0
VID193_A1_4_01d12h00m.tif, 880.7574, 1018.7574, 889.2426, 1027.2426, 0
VID193_A1_4_01d12h00m.tif, 411.7574, 1018.7574, 420.2426, 1027.2426, 0
VID193_A1_4_01d12h00m.tif, 957.3431, 1015.3431, 968.6569, 1026.6569, 0
VID193_A1_4_01d12h00m.tif, 204.7574, 1016.7574, 213.2426, 1025.2426, 0
VID193_A1_4_01d12h00m.tif, 930.7574, 1015.7574, 939.2426, 1024.2426, 0
VID193_A1_4_01d12h00m.tif, 908.7574, 1015.7574, 917.2426, 1024.2426, 0
VID193_A1_4_01d12h00m.tif, 783.7574, 1015.7574, 792.2426, 1024.2426, 0
VID193_A1_4_01d12h00m.tif, 483.3431, 1014.3431, 494.6569, 1025.6569, 0
VID193_A1_4_01d12h00m.tif, 1087.7574, 1014.7574, 1096.2426, 1023.2426, 0
VID193_A1_4_01d12h00m.tif, 812.9289, 1011.9289, 827.0711, 1026.0711, 0
VID193_A1_4_01d12h00m.tif, 474.7574, 1014.7574, 483.2426, 1023.2426, 0
VID193_A1_4_01d12h00m.tif, 1163.5147, 1009.5147, 1180.4853, 1026.4853, 0
VID193_A1_4_01d12h00m.tif, 1141.7574, 1011.7574, 1150.2426, 1020.2426, 0
VID193_A1_4_01d12h00m.tif, 326.3431, 1009.3431, 337.6569, 1020.6569, 0
VID193_A1_4_01d12h00m.tif, 13.7574, 1010.7574, 22.2426, 1019.2426, 0
VID193_A1_4_01d12h00m.tif, 1394.7574, 1009.7574, 1403.2426, 1018.2426, 0
VID193_A1_4_01d12h00m.tif, 435.3431, 1008.3431, 446.6569, 1019.6569, 0
VID193_A1_4_01d12h00m.tif, 1123.3431, 1003.3431, 1134.6569, 1014.6569, 0
VID193_A1_4_01d12h00m.tif, 50.3431, 1003.3431, 61.6569, 1014.6569, 0
