image_id, xmin, ymin, xmax, ymax, class_id
VID193_A1_3_00d22h00m.tif, 137.3431, 1027.3431, 148.6569, 1038.6569, 0
VID193_A1_3_00d22h00m.tif, 936.7574, 1027.7574, 945.2426, 1036.2426, 0
VID193_A1_3_00d22h00m.tif, 855.7574, 1026.7574, 864.2426, 1035.2426, 0
VID193_A1_3_00d22h00m.tif, 389.9289, 1022.9289, 404.0711, 1037.0711, 0
VID193_A1_3_00d22h00m.tif, 243.7574, 1024.7574, 252.2426, 1033.2426, 0
VID193_A1_3_00d22h00m.tif, 807.9289, 1020.9289, 822.0711, 1035.0711, 0
VID193_A1_3_00d22h00m.tif, 980.3431, 1021.3431, 991.6569, 1032.6569, 0
VID193_A1_3_00d22h00m.tif, 341.3431, 1021.3431, 352.6569, 1032.6569, 0
VID193_A1_3_00d22h00m.tif, 665.7574, 1021.7574, 674.2426, 1030.2426, 0
VID193_A1_3_00d22h00m.tif, 1344.3431, 1019.3431, 1355.6569, 1030.6569, 0
VID193_A1_3_00d22h00m.tif, 87.7574, 1020.7574, 96.2426, 1029.2426, 0
VID193_A1_3_00d22h00m.tif, 440.7574, 1019.7574, 449.2426, 1028.2426, 0
VID193_A1_3_00d22h00m.tif, 279.7574, 1018.7574, 288.2426, 1027.2426, 0
VID193_A1_3_00d22h00m.tif, 1307.3431, 1015.3431, 1318.6569, 1026.6569, 0
VID193_A1_3_00d22h00m.tif, 887.3431, 1015.3431, 898.6569, 1026.6569, 0
VID193_A1_3_00d22h00m.tif, 564.7574, 1016.7574, 573.2426, 1025.2426, 0
VID193_A1_3_00d22h00m.tif, 473.7574, 1016.7574, 482.2426, 1025.2426, 0
VID193_A1_3_00d22h00m.tif, 368.5147, 1012.5147, 385.4853, 1029.4853, 0
VID193_A1_3_00d22h00m.tif, 161.7574, 1016.7574, 170.2426, 1025.2426, 0
VID193_A1_3_00d22h00m.tif, 74.7574, 1016.7574, 83.2426, 1025.2426, 0
VID193_A1_3_00d22h00m.tif, 915.7574, 1015.7574, 924.2426, 1024.2426, 0
VID193_A1_3_00d22h00m.tif, 20.9289, 1012.9289, 35.0711, 1027.0711, 0
VID193_A1_3_00d22h00m.tif, 1393.3431, 1013.3431, 1404.6569, 1024.6569, 0
VID193_A1_3_00d22h00m.tif, 415.5147, 1010.5147, 432.4853, 1027.4853, 0
VID193_A1_3_00d22h00m.tif, 331.7574, 1014.7574, 340.2426, 1023.2426, 0
VID193_A1_3_00d22h00m.tif, 1119.7574, 1013.7574, 1128.2426, 1022.2426, 0
VID193_A1_3_00d22h00m.tif, 1006.7574, 1013.7574, 1015.2426, 1022.2426, 0
VID193_A1_3_00d22h00m.tif, 930.3431, 1012.3431, 941.6569, 1023.6569, 0
VID193_A1_3_00d22h00m.tif, 861.7574, 1013.7574, 870.2426, 1022.2426, 0
VID193_A1_3_00d22h00m.tif, 700.9289, 1009.9289, 715.0711, 1024.0711, 0
VID193_A1_3_00d22h00m.tif, 133.7574, 1012.7574, 142.2426, 1021.2426, 0
VID193_A1_3_00d22h00m.tif, 6.7574, 1012.7574, 15.2426, 1021.2426, 0
VID193_A1_3_00d22h00m.tif, 290.7574, 1010.7574, 299.2426, 1019.2426, 0
VID193_A1_3_00d22h00m.tif, 976.3431, 1008.3431, 987.6569, 1019.6569, 0
VID193_A1_3_00d22h00m.tif, 1236.7574, 1008.7574, 1245.2426, 1017.2426, 0
VID193_A1_3_00d22h00m.tif, 759.7574, 1008.7574, 768.2426, 1017.2426, 0
VID193_A1_3_00d22h00m.tif, 374.7574, 1008.7574, 383.2426, 1017.2426, 0
VID193_A1_3_00d22h00m.tif, 107.7574, 1008.7574, 116.2426, 1017.2426, 0
VID193_A1_3_00d22h00m.tif, 1055.7574, 1005.7574, 1064.2426, 1014.2426, 0
VID193_A1_3_00d22h00m.tif, 555.7574, 1005.7574, 564.2426, 1014.2426, 0
VID193_A1_3_00d22h00m.tif, 919.7574, 1004.7574, 928.2426, 1013.2426, 0
VID193_A1_3_00d22h00m.tif, 166.7574, 1003.7574, 175.2426, 1012.2426, 0
VID193_A1_3_00d22h00m.tif, 124.7574, 1003.7574, 133.2426, 1012.2426, 0
VID193_A1_3_00d22h00m.tif, 469.7574, 1002.7574, 478.2426, 1011.2426, 0
VID193_A1_3_00d22h00m.tif, 1311.7574, 1001.7574, 1320.2426, 1010.2426, 0
VID193_A1_3_00d22h00m.tif, 1092.3431, 1000.3431, 1103.6569, 1011.6569, 0
VID193_A1_3_00d22h00m.tif, 537.7574, 1001.7574, 546.2426, 1010.2426, 0
VID193_A1_3_00d22h00m.tif, 877.7574, 1000.7574, 886.2426, 1009.2426, 0
VID193_A1_3_00d22h00m.tif, 797.3431, 999.3431, 808.6569, 1010.6569, 0
VID193_A1_3_00d22h00m.tif, 1147.7574, 999.7574, 1156.2426, 1008.2426, 0
